# RS;CS;LS;MS;PS
1.256420405944448301e-02;-4.666423946056934974e-02;-5.649485612888476699e-02;1.174981304539204491e-01;-7.741268526279144330e-03
1.973064469425807321e-02;1.144280120153602781e-01;1.067296070743137398e-01;2.056053456833165094e-01;2.568521043987406216e-01
-4.099742176821073378e-03;1.056435544319271058e-01;2.309329549555946270e-01;-2.588077004668647239e-03;2.607743226444358409e-01
1.406589322931981606e-02;1.506742412279846351e-02;3.437117460034330718e-02;4.214818750566236283e-02;5.324442046738939865e-02
5.387498310624280751e-03;1.600549567378739824e-01;1.454985037112892787e-01;2.327637005522147431e-02;1.194933059491956190e-01
-4.265150152233627284e-03;1.108927798007416227e-01;9.792131338986857780e-02;-2.349635614224215418e-03;1.110472332851749344e-01
-1.278792640870887731e-02;2.796224294621198550e-02;3.407459010054492143e-02;1.049665717023618404e-02;1.025486282600550879e-02
7.290883825161101513e-03;8.258593217661379382e-02;6.971647464210484202e-02;0.000000000000000000e+00;2.868393567807164812e-01
-7.255203853760288160e-03;8.046339584300324366e-02;5.023728284576294695e-02;4.632149589478689461e-02;7.189623846084230996e-02
7.964545382157413311e-03;-5.332040218398768211e-02;5.082491990622343275e-02;6.253247892318883339e-02;2.933850931245212124e-01
3.812982252860171953e-03;2.353687324535670700e-01;1.975561062466262563e-01;2.552144272910000233e-01;1.719160335352249436e-01
1.374987074044427791e-02;2.328866906980190665e-01;1.410466599178838432e-01;3.352305635308120979e-01;2.243136747041174495e-01
1.606606398443826116e-03;2.528193515788321744e-01;1.801357130343789470e-01;2.193368774997722925e-01;1.369453384465942336e-01
-2.684551658199206808e-03;3.136318977079973758e-01;1.740904655808791224e-01;4.133079011790212198e-01;2.413160940026606305e-01
-1.222551254106757357e-02;1.629043821354096422e-01;-3.035687627052019791e-02;-1.374703441939970350e-01;3.467181921257009303e-01
4.037142383212764807e-02;1.438896308847906202e-01;1.093684865606558004e-01;4.025890873910159540e-02;1.482404159011207201e-01
-2.236521155009257161e-02;1.154079997888199649e-01;5.162298436344013586e-02;-3.094232288770712783e-02;8.713027019761221403e-02
-7.852091217111027352e-03;1.594977428715866896e-01;1.552282603653035442e-01;1.159563978811579132e-01;1.605291108932402899e-01
4.293879476951004311e-03;2.420460388227341775e-01;2.249946869731058452e-01;1.343207245728601784e-01;2.328982885720649876e-01
-3.433420763020397695e-03;-7.691966850192590542e-03;9.388197738474793330e-02;6.536474237487294170e-02;3.011484981698088204e-01
1.786144068189798569e-03;-5.780450554303488003e-03;4.974565526653989406e-02;4.481530498797264145e-02;3.008369017891490260e-03
-1.527952454520246570e-02;-4.490161584667055200e-02;2.126977143182681371e-02;1.244683698918967601e-01;9.262804385896304671e-02
-1.002279833231748372e-02;1.646370280739445358e-01;1.846106204528856765e-01;1.509201338838203899e-01;9.881984612331823348e-02
5.592199891319547637e-03;1.789513426889230985e-01;1.965389753106041304e-01;2.379736245082596791e-01;1.470940227463009842e-01
-1.029571796630858807e-02;2.100050329114370173e-01;2.362708540297108750e-01;1.684739517687507959e-01;1.047735938415697565e-01
6.970318368172781845e-03;1.797618879193136066e-01;2.017365912948501094e-01;2.924448498789069539e-01;1.281680558965665462e-01
-1.662548876725271005e-02;-4.677513439384331506e-02;4.779397476969964725e-02;0.000000000000000000e+00;3.556241572940312956e-01
2.460986554603081938e-02;1.710611418301765940e-01;5.931068389429651477e-02;1.829948799052382238e-02;1.356226150334079172e-01
-6.837480620168930046e-03;1.063349694314324467e-01;5.072752547386153582e-03;2.158657695291287242e-03;8.717293438178919107e-02
-5.908938445065468718e-03;1.793913331697460645e-01;2.289085256911282118e-01;1.732783906203588242e-01;1.798991890612396116e-01
-1.280228797179723717e-02;1.831462152492608908e-01;2.012975172993932971e-01;1.266314644890028651e-01;1.690155363155305124e-01
-2.561304302660744915e-03;3.179603737078237069e-01;2.133314202373489121e-01;1.031886305904103490e-01;2.045843943192528491e-01
-1.114422374474278304e-02;2.516092204601744764e-01;1.249720836294095916e-01;1.000775644019057248e-01;1.589820919636163732e-01
-1.053221917816940523e-03;3.494978307915574400e-01;3.476390255069393143e-01;0.000000000000000000e+00;3.969695558932401780e-01
-7.030094571799812113e-03;-2.899965781679585131e-02;1.643075982838368143e-01;0.000000000000000000e+00;1.504286926763559462e-01
1.209397151650883247e-02;2.817425440588998131e-01;1.309008649300611171e-01;2.862211743176741874e-01;1.396728892604202910e-01
-1.814099368475767526e-02;-4.143547642758118460e-02;8.713644176940570085e-02;1.305747056260962158e-01;1.170049614647969832e-01
-4.788862499357675502e-03;2.522063753724622659e-01;1.406590549341225904e-01;0.000000000000000000e+00;2.615979883333277578e-01
-7.014272944706414006e-03;4.548946042074906160e-01;3.539432276038282366e-01;1.691974015257042552e-01;1.199861390748222373e-01
-2.806727855873060971e-03;2.937610261867681927e-01;2.759675156848648281e-01;0.000000000000000000e+00;2.597897162993756948e-01
1.731961883461605525e-02;2.769102661615730487e-01;3.157150107999527888e-01;1.557578796192564674e-01;6.574139041305052111e-02
1.787302294357821786e-02;4.044752480759531421e-01;3.309456663863363790e-01;8.883338988155976834e-02;1.099345106820430046e-01
-1.568842069283039875e-02;3.521805452218386701e-01;3.455769169253265494e-01;1.137351604649488312e-01;1.169562713402177850e-01
-5.814269377443240239e-03;7.468417972393608106e-02;7.778706587912251336e-02;3.863592502543692492e-02;2.372455460542769595e-02
1.791559665923006181e-02;4.972371483953505478e-02;1.918644429067823398e-01;-5.735732792147552744e-02;1.526171038255095258e-01
-1.276282200177369756e-02;1.331403869437978449e-01;1.510476552482713786e-01;-5.476394462411968145e-02;1.024710983965428507e-01
1.011258759576478573e-02;8.176460353556244676e-02;1.007728481299056678e-01;7.693434241971401633e-02;-1.071393803880719107e-02
-2.068932251421731414e-02;1.435563545847894917e-01;1.427251537372590806e-01;1.257966180188215821e-01;8.181073342247359437e-02
-1.960327872011698516e-03;5.245402531632373938e-02;8.868156476488651963e-02;-3.352985952288480009e-02;1.986957978279656895e-02
9.568586937023393357e-03;1.142016528164555567e-01;1.855416193719771067e-01;6.219121296549155742e-02;5.186810230474171723e-02
8.977288033416960106e-03;1.692788994553941218e-01;9.802410631792871087e-02;1.417910292121032749e-02;9.649294650241313498e-02
4.433077016328724508e-03;8.024983349413233880e-02;1.099131912771930952e-01;-1.486348198551395473e-02;1.943964045718878930e-01
2.013220497012254556e-02;2.080034033113597192e-01;1.573771325895304274e-01;1.214505542590131187e-01;7.811568040471818242e-02
7.866225053888594235e-03;-1.145366063022531730e-02;4.039537104858823176e-03;-6.407661791643413929e-02;1.971798406517990057e-02
9.100215185263497292e-03;9.844564003046477052e-02;6.789756573796335015e-02;9.057664453748345747e-04;5.087481749528811881e-02
-1.556274206101019089e-02;4.889863231831632212e-02;4.373807178278584645e-02;-2.122177200544370784e-02;3.356145158257702044e-02
1.811149235362519150e-02;2.590338162043295811e-01;2.427115786624960414e-01;3.105143410616753030e-01;1.772398179157895215e-01
-1.316247224757183948e-02;2.458885482867146643e-01;1.023919905541732650e-01;0.000000000000000000e+00;2.095314584754394416e-01
-9.939613014424095519e-03;1.367009949535367419e-01;4.932037241513204107e-02;0.000000000000000000e+00;1.888276372741496123e-01
-1.160287615243091319e-02;7.620547482006784223e-02;4.477198886545638579e-02;2.680309168305983203e-02;6.475501158901456056e-02
1.891560479559996994e-03;1.058559011137373412e-01;3.138000117089018853e-02;0.000000000000000000e+00;1.633575396347882458e-01
6.200776791706642810e-03;8.646587778483062758e-02;6.788141270310593667e-02;0.000000000000000000e+00;6.039506509128682310e-02
-4.577401813977180836e-03;1.031698368255510589e-01;1.536086889425888613e-01;6.858086777788826617e-03;7.530341367391400753e-02
