# RS;CS;LS;MS;PS;HS:1:0;c1_s1000_fpfhs_r5_d2_K100_i0_hier;c20_s1000_fpfhs_r10_d2_K100_i0_hier;c20_s1000_fpfhs_r3_d2_K100_i0_hier;c20_s1000_fpfhs_r3_r5_d2_K100_i0_hier;c20_s1000_fpfhs_r5_d0_K100_i0;c20_s1000_fpfhs_r5_d0_K100_i0_hier;c20_s1000_fpfhs_r5_d1_K100_i0;c20_s1000_fpfhs_r5_d1_K100_i0_hier;c20_s1000_fpfhs_r5_d2_K100_i0_hier;c20_s1000_fpfhs_r5_d2_K100_i1_hier;c20_s1000_fpfhs_r5_d2_K100_i2_hier;c20_s1000_fpfhs_r5_d2_K100_i3_hier;c20_s1000_fpfhs_r5_d2_K200_i0_hier;c20_s1000_fpfhs_r5_d2_K500_i0_hier;c20_s1000_fpfhs_r5_d2_K50_i0_hier;c20_s1000_fpfhs_r5_d2_K800_i0_hier;c20_s1000_pfhs_r5_d0_K100_i0_hier;c20_s1000_pfhs_r5_d2_K100_i0_hier;c20_s100_fpfhs_r5_d2_K100_i0_hier;c20_s10_fpfhs_r5_d2_K100_i0_hier;c20_s2000_fpfhs_r5_d2_K100_i0_hier;c20_s500_fpfhs_r5_d2_K100_i0_hier;c20_s50_fpfhs_r5_d2_K100_i0_hier;c400_s1000_fpfhs_r5_d2_K100_i0_hier;c400_s1000_fpfhs_r5_d2_K800_i0_hier
4.905734007263575225e-01;5.694114787383111054e-01;5.885310918241869471e-01;5.488141282278585775e-01;5.669163759329690633e-01;5.905059633065954383e-01;5.425942263147359723e-01;5.177506148302780664e-01;5.308164374159970444e-01;5.433247304755640661e-01;5.485881423546570268e-01;5.394032929165832879e-01;5.457040879064314343e-01;5.628686836912695224e-01;5.458706640167002577e-01;5.464667634190282230e-01;5.461607423718148890e-01;5.534546669907632888e-01;5.268258671966600248e-01;5.400878277903287117e-01;5.578288984529153893e-01;5.486316451714374764e-01;5.405838027967626580e-01;5.384065529468958777e-01;5.295055978152077847e-01;5.880856258400297687e-01;5.312437087134318503e-01;5.295501015184878035e-01;4.974442720695470554e-01;5.557226400526179555e-01;5.458023535131114601e-01
5.068975040996790415e-01;6.220718483471820992e-01;6.164251975299922526e-01;5.904363706266820833e-01;6.090353396260463903e-01;5.844793006625977894e-01;6.007989077984136062e-01;5.925478426664786413e-01;6.033318817723167804e-01;6.161623865232368491e-01;6.199441737479307601e-01;6.207854122040975531e-01;6.401237357688173146e-01;6.333851187533836580e-01;6.220597650825036018e-01;6.236912019709844879e-01;6.198196925829153603e-01;6.211478316816925194e-01;6.108595987414571216e-01;6.365674505096153846e-01;6.395269088027371041e-01;6.285640530722093056e-01;6.133370603143216693e-01;6.130012004801922432e-01;6.043021130020634901e-01;6.361025586705273405e-01;6.133455735235271433e-01;6.109560687019903735e-01;5.745783019089988342e-01;6.083063029133222166e-01;6.353379783285862947e-01
5.064167449122196629e-01;4.974979528779806537e-01;5.275132926456460591e-01;5.342904402131192221e-01;5.609175200890906821e-01;5.557383631376796584e-01;5.127515230587826878e-01;5.280883155734124035e-01;5.084235795702682914e-01;5.086161728098524959e-01;5.037369257140362766e-01;5.017436566512359919e-01;5.353403681544237624e-01;5.307615566861734191e-01;5.101737051270854861e-01;5.005128450082977354e-01;5.034571250764257044e-01;5.088387359158004219e-01;5.025447910297841103e-01;5.298538081928553245e-01;5.353387304568082428e-01;5.381711011878765882e-01;5.150416521093547084e-01;5.277836492270064905e-01;5.069560114420472718e-01;5.300906738579787003e-01;5.030797449558913614e-01;5.044190267708971165e-01;5.030247456109702142e-01;5.138326218447026861e-01;5.297668191545112926e-01
4.902238910049245280e-01;4.859239381348108289e-01;5.274902854724531354e-01;5.366158818097875871e-01;5.543500403970450519e-01;5.376481361748660648e-01;5.189707169513695373e-01;5.171246200754077149e-01;5.041146554709141636e-01;5.027028749230534332e-01;5.033740910664818990e-01;5.052260070406278114e-01;5.369998941982150331e-01;5.312910222376115987e-01;5.117074965373964446e-01;5.140029143582640625e-01;5.144425448214834384e-01;5.506085526315790402e-01;5.203039877654663803e-01;5.537303785780238741e-01;5.328357523468758572e-01;5.520750134656816632e-01;5.136947666589718464e-01;5.246556151892890485e-01;5.204983504539857364e-01;5.651542061018771657e-01;5.063938423361031838e-01;5.133248932363804196e-01;5.039103377962450558e-01;5.258394169359802417e-01;5.493594663742692452e-01
4.959071416431826140e-01;6.431079526815253189e-01;6.496760391922817846e-01;6.224814137046511542e-01;6.470285839634166702e-01;6.074064689546976314e-01;6.250386152271261153e-01;5.735353683070562036e-01;6.110779260816809888e-01;6.251569509385039858e-01;6.166640514764296643e-01;6.219793367034373022e-01;6.245661023916145860e-01;6.237099668391242746e-01;6.325925362338888913e-01;6.270940954669599332e-01;6.248213304665048984e-01;5.895099581437815983e-01;6.301342047120853662e-01;6.254289768348162415e-01;5.643523352924206815e-01;6.243297866874299995e-01;6.220169835855638985e-01;6.265143137200653856e-01;6.243012106288708951e-01;5.865478896007650933e-01;6.219846131955779622e-01;6.291451292246518223e-01;5.293251425838604307e-01;6.022285768490447389e-01;6.094243090166752141e-01
4.912252351634591729e-01;4.767525081617745020e-01;5.049453272908870360e-01;5.188843711334061304e-01;5.167868882395908470e-01;5.554425040582904316e-01;5.264857411189458603e-01;5.065396870947063146e-01;5.110417256749302251e-01;5.310694719816342335e-01;5.152003361607607745e-01;5.299064750078263941e-01;5.426299361965384316e-01;5.533608995095482541e-01;5.334023046764360121e-01;5.254942345820727834e-01;5.240856390035926182e-01;5.475860713167665095e-01;5.226563967442345859e-01;5.336472697186984693e-01;5.398340998196211604e-01;5.395644817459490650e-01;5.229707741387277231e-01;4.996333723409011052e-01;5.064076452348651447e-01;5.393162184523186964e-01;5.254046227694875171e-01;5.192906150772947926e-01;4.988124617999136756e-01;5.414519759693504630e-01;5.314148380316333631e-01
4.957483775013522553e-01;6.123003566116821395e-01;6.490679928339645466e-01;6.043493104380743830e-01;6.270876571795566123e-01;5.959102565781707606e-01;5.329681584640347802e-01;5.148166661032990143e-01;5.321299520010817075e-01;5.325775757166035795e-01;5.347105699026499792e-01;5.353849631557597855e-01;5.458647410762574870e-01;5.519437871822605590e-01;5.508820646295293777e-01;5.480451426446730778e-01;5.475134363169282814e-01;5.491955955922118715e-01;5.282766444699835695e-01;5.373880306922661498e-01;5.465707392509466800e-01;5.393208744591670989e-01;5.317096234451053061e-01;5.359684711330445772e-01;5.282884329367225629e-01;5.653726676581934951e-01;5.342954384126556988e-01;5.326452643320714886e-01;5.147959623445104160e-01;5.503509075851809040e-01;5.447564139399674321e-01
5.032523228490187739e-01;6.136400213902643008e-01;6.423646268787182034e-01;5.745279487456360634e-01;5.983558291041286559e-01;5.785673818826722048e-01;5.521942246286269951e-01;5.116408800859725270e-01;5.581982301613009900e-01;5.581974074588260670e-01;5.719789850936595199e-01;5.602461422966766857e-01;5.677249962721294674e-01;5.618224916572828187e-01;5.601363372257445183e-01;5.593589090965186417e-01;5.573686632627351534e-01;5.584632689054458421e-01;5.503204169044788596e-01;5.969812218160126527e-01;5.707109434854816810e-01;5.624733521526523727e-01;5.784852247777417800e-01;5.771303366395688084e-01;5.544460641399416856e-01;6.019607570919526252e-01;5.647104858572299380e-01;5.562931340336586539e-01;5.509240748453576586e-01;5.609950329338084796e-01;5.582095166108769213e-01
4.840554551788476823e-01;5.770787425750760757e-01;5.954235897072540640e-01;5.494693024409254001e-01;5.865493440086915200e-01;5.634369559902817626e-01;5.105490605921046976e-01;4.924178977574660276e-01;5.398979109835734258e-01;5.444575524615911100e-01;5.365230689292758148e-01;5.479974846777908581e-01;5.637540888747182288e-01;5.769562239463396081e-01;5.511083950354860317e-01;5.441720692953553318e-01;5.433250670162138585e-01;5.633522868175862008e-01;5.176922213955907903e-01;5.564073404896021646e-01;5.755936396594280025e-01;5.639276815342286753e-01;5.432418133937955140e-01;5.431191766748149075e-01;5.115535362123734275e-01;5.954485067488574090e-01;5.393030904217003263e-01;5.112553583448470329e-01;5.114784308168299765e-01;5.581742067287822628e-01;5.753962518156376937e-01
5.006282652827671598e-01;5.427286071112258359e-01;5.347366378409575960e-01;4.971099324304152911e-01;5.301683020032039728e-01;5.562121646613303882e-01;5.238231547731593274e-01;4.969429116619730191e-01;5.309613738817183792e-01;5.248284762511322699e-01;5.239268352755025449e-01;5.222677979679365423e-01;5.434778931027275384e-01;5.449753579993829034e-01;5.224256261879409724e-01;5.235130710824070777e-01;5.232253281453691507e-01;5.281242101125499522e-01;5.254740195444278505e-01;5.333210724556918247e-01;5.500184846102559311e-01;5.423661793828178368e-01;5.235757520723659519e-01;5.277884644090398147e-01;5.190250052244522738e-01;5.287277711988375151e-01;5.234329130551603759e-01;5.247483306630580380e-01;5.127530376459117356e-01;5.328341410502640541e-01;5.358533147906736627e-01
5.108341309361679183e-01;6.077899514692055583e-01;6.252761743735478772e-01;6.257444058877845716e-01;6.189339880001181182e-01;5.504952933041105112e-01;5.717201447069388820e-01;5.244576230451706289e-01;5.639270309357463651e-01;5.632610923012701942e-01;5.574714022490292464e-01;5.594159017409527923e-01;5.534715751215376622e-01;5.802558934768033971e-01;5.596373261260956244e-01;5.593523394710102625e-01;5.572960842268595005e-01;5.649501832026952997e-01;5.382773465334844687e-01;5.389200106253346778e-01;5.792511668894333443e-01;5.531979938356191839e-01;5.718367493222131781e-01;5.674663636478627371e-01;5.572315521843073105e-01;6.066876994885505026e-01;5.530221909271448855e-01;5.386388398146467749e-01;5.231381209179951641e-01;5.649045195619999404e-01;5.438575657020943144e-01
5.020261301775149620e-01;5.585513372781067964e-01;6.442927337278103739e-01;6.326451597633133694e-01;6.009251597633133990e-01;5.911390351118231967e-01;4.795110059171598937e-01;5.473230769230770232e-01;5.740814201183429555e-01;5.823841893491126243e-01;6.041213727810649248e-01;5.908019408284023166e-01;6.095063195266271494e-01;6.288705325443786354e-01;6.030931597633135688e-01;5.974344615384612478e-01;5.946986508875740096e-01;6.102862958579883257e-01;5.616073372781065220e-01;5.805608520710058285e-01;6.331590532544378869e-01;5.961120946745562810e-01;5.944040236686389811e-01;6.062627692307693827e-01;5.874932544378697052e-01;6.378103195266272563e-01;5.746298224852072201e-01;5.430774911242606251e-01;5.779084497041420132e-01;6.068745562130178905e-01;6.041988639053255117e-01
4.935641021522001459e-01;6.596025718772211555e-01;6.585711904771467395e-01;6.240823330026786797e-01;6.648891570716582988e-01;6.045508335075150397e-01;5.979629198276312785e-01;5.113919823615167282e-01;5.953079505704795826e-01;5.969579439440003688e-01;5.902253404604799192e-01;5.923264364400142590e-01;6.116662382881995486e-01;5.929406709210004456e-01;5.945731944851627704e-01;5.983019144501426911e-01;5.977449086549854185e-01;5.949082533805084561e-01;5.784734197854625171e-01;6.137602660230280227e-01;5.968393500427711107e-01;6.047381335817929582e-01;6.106774872390070552e-01;5.855468853538741136e-01;5.810454576487643630e-01;6.335295440580556159e-01;5.884941024333234516e-01;5.910060602166256061e-01;5.633102477500089300e-01;5.831333207497160220e-01;5.780441845615075236e-01
5.101682356509165128e-01;5.372397007646309008e-01;4.970443691182236945e-01;4.720651774335850592e-01;4.924820713042838971e-01;5.154030148467109163e-01;4.804423585922950046e-01;4.819234787030682310e-01;4.762206140942064070e-01;4.884874491471425384e-01;4.778201662214487944e-01;4.792554574919125066e-01;5.022415311611607702e-01;5.113639287814920609e-01;4.772709936525829089e-01;4.780572523527105711e-01;4.803722904004509298e-01;4.944846629619646383e-01;4.809037793476129696e-01;4.976876041564552433e-01;5.228757290951869807e-01;5.084746516885599865e-01;4.837127104573082370e-01;4.787271085555337979e-01;4.784301171453781421e-01;4.998686709636310788e-01;4.821019998039408061e-01;4.817527004092736487e-01;4.739185113591807275e-01;5.001030383050680816e-01;5.006493848642292743e-01
